ReporterISO3,PartnerISO3,Year,Value chains,Temperature,value_usd,quantity_mt
AZE,EGY,2024,Potatoes,Dehydrated,3758,2
SWE,MAR,2002,Potatoes,Fresh,1030,2
TUN,MAR,2009,Potatoes,Dehydrated,10079,2
MNG,EGY,2015,Potatoes,Dehydrated,1403,2
BIH,EGY,2003,Potatoes,Fresh,793,2
FRA,KEN,2004,Potatoes,Dehydrated,6220,2
MKD,EGY,2004,Potatoes,Fresh,426,2
ISR,EGY,2016,Potatoes,Frozen,2000,2
KOR,EGY,2013,Potatoes,Dehydrated,5079,1.999
GAB,EGY,2014,Potatoes,Dehydrated,5644,1.991
ALB,EGY,2009,Potatoes,Dehydrated,4584,1.988
KWT,MAR,2020,Potatoes,Fresh,710,1.984
CIV,MAR,2015,Potatoes,Frozen,253,1.98
SGP,EGY,2023,Potatoes,Fresh,2086,1.98
LCA,EGY,2019,Potatoes,Dehydrated,2321,1.97908
AUS,EGY,2017,Potatoes,Frozen,1995,1.96
TGO,EGY,2022,Potatoes,Dehydrated,483,1.96
LUX,KEN,2012,Potatoes,Fresh,21951,1.953
LUX,MAR,2012,Potatoes,Fresh,1931,1.95
SGP,EGY,2024,Potatoes,Dehydrated,4529,1.95
DEU,MAR,2015,Potatoes,Dehydrated,2887,1.924348
IRL,EGY,2012,Potatoes,Dehydrated,36307,1.914
DEU,EGY,2018,Seed Potatoes,Seed,2411,1.908
QAT,DZA,2014,Potatoes,Frozen,2947,1.93
CZE,MAR,2014,Potatoes,Dehydrated,3670,1.895
ISR,MAR,2002,Potatoes,Dehydrated,14000,1.89
MDG,EGY,2014,Potatoes,Dehydrated,8897,1.886
ARE,DZA,2022,Potatoes,Dehydrated,8129,1.885
CZE,MAR,2012,Potatoes,Dehydrated,3656,1.884
NGA,MAR,2016,Potatoes,Dehydrated,2331,1.881
SER,EGY,2015,Potatoes,Dehydrated,10264,1.862
OAS,EGY,2024,Potatoes,Dehydrated,15358,1.86
THA,EGY,2014,Potatoes,Dehydrated,23067,1.852
MNT,EGY,2017,Potatoes,Fresh,2477,1.84715
THA,EGY,2015,Potatoes,Dehydrated,25807,2.05946
TUN,EGY,2002,Potatoes,Dehydrated,6866,3.013
MAR,EGY,2007,Potatoes,Dehydrated,16095,2.652667
SVN,MAR,2005,Seed Potatoes,Seed,993,1.8
DEU,MAR,2003,Potatoes,Dehydrated,2000,1.8
FIN,EGY,2016,Potatoes,Fresh,2231,1.8
OAS,EGY,2019,Potatoes,Dehydrated,2880,1.8
FRA,MAR,2004,Potatoes,Frozen,7464,1.8
FRA,MAR,2016,Potatoes,Frozen,8003,1.8
CZE,MAR,2011,Potatoes,Dehydrated,3168,1.799
YEM,EGY,2018,Potatoes,Dehydrated,5987,3.35
SLV,EGY,2016,Potatoes,Dehydrated,10161,1.77463
SVN,MAR,2019,Potatoes,Fresh,1270,1.774
IRL,MAR,2017,Potatoes,Fresh,1462,1.77
ZAR,KEN,2016,Potatoes,Dehydrated,5044,1.768
PRT,EGY,2021,Potatoes,Dehydrated,12994,1.75036
SVN,EGY,2008,Potatoes,Dehydrated,6795,1.745
IRL,EGY,2016,Potatoes,Dehydrated,53398,1.743
SLV,EGY,2005,Potatoes,Dehydrated,20689,1.7413
QAT,KEN,2014,Potatoes,Fresh,1850,1.74
BLR,EGY,2007,Potatoes,Dehydrated,8800,1.738
HRV,KEN,2002,Potatoes,Dehydrated,13587,1.736
LUX,MAR,2010,Potatoes,Fresh,2697,1.735
CRI,EGY,2023,Potatoes,Dehydrated,9267,1.72503
CZE,MAR,2024,Potatoes,Dehydrated,8443,1.725
ARE,MAR,2007,Potatoes,Fresh,9889,1.714
ARE,MAR,2020,Potatoes,Fresh,945,1.71
KEN,EGY,2002,Potatoes,Dehydrated,7565,1.71
GAB,EGY,2019,Potatoes,Frozen,1995,1.704
OAS,EGY,2020,Potatoes,Dehydrated,14490,2.15
RWA,KEN,2007,Seed Potatoes,Seed,1743,1.692
ALB,EGY,2016,Potatoes,Dehydrated,4880,1.687
DEU,EGY,2019,Potatoes,Frozen,3061,1.68
TUN,MAR,2012,Potatoes,Dehydrated,3239,1.656
LUX,MAR,2009,Potatoes,Fresh,1657,1.653
MYS,EGY,2018,Potatoes,Dehydrated,5178,2.149
UGA,EGY,2019,Potatoes,Dehydrated,6173,1.647
ARM,EGY,2018,Potatoes,Dehydrated,3729,1.646
LUX,MAR,2023,Potatoes,Fresh,8579,1.64
MDV,EGY,2021,Potatoes,Fresh,1258,1.6385
MRT,DZA,2018,Potatoes,Dehydrated,25932,1.634
PAK,EGY,2016,Potatoes,Dehydrated,4388,1.631
BHR,EGY,2018,Potatoes,Dehydrated,1682,2.33875
GBR,EGY,2020,Potatoes,Frozen,923,1.62
SER,EGY,2014,Potatoes,Dehydrated,11573,1.616
MDV,EGY,2022,Potatoes,Dehydrated,4580,1.6018
KOR,EGY,2021,Potatoes,Dehydrated,7192,1.6012
MYS,EGY,2015,Potatoes,Frozen,1492,1.6
KOR,MAR,2019,Potatoes,Dehydrated,4345,1.6
MRT,DZA,2024,Seed Potatoes,Seed,538,1.6
GBR,KEN,2023,Potatoes,Dehydrated,14287,1.706
GAB,DZA,2023,Potatoes,Dehydrated,10085,1.584
TZA,KEN,2010,Potatoes,Dehydrated,2435,1.669
SGP,EGY,2021,Potatoes,Dehydrated,6955,1.57
DNK,EGY,2013,Potatoes,Dehydrated,6233,1.565
FRO,EGY,2005,Potatoes,Fresh,1953,1.563
DEU,MAR,2008,Seed Potatoes,Seed,1013,1.56
DOM,EGY,2018,Potatoes,Dehydrated,38821,1.55698
SLV,EGY,2006,Potatoes,Dehydrated,14766,1.55294
PAK,EGY,2009,Potatoes,Dehydrated,1899,1.55
BGR,MAR,2008,Potatoes,Dehydrated,596,1.535
MWI,EGY,2009,Potatoes,Dehydrated,7546,1.53
SVN,EGY,2009,Potatoes,Dehydrated,5343,1.529
CZE,MAR,2010,Potatoes,Dehydrated,2665,1.525
BLR,EGY,2005,Potatoes,Dehydrated,5900,1.524
UGA,KEN,2004,Seed Potatoes,Seed,83,1.523
BHR,DZA,2020,Potatoes,Dehydrated,7291,1.52146
AUS,KEN,2017,Potatoes,Dehydrated,4918,1.52
NGA,KEN,2017,Potatoes,Dehydrated,1923,1.504124
LKA,EGY,2020,Potatoes,Dehydrated,4748,1.5011
KOR,EGY,2008,Potatoes,Dehydrated,6756,1.5
SER,MAR,2008,Potatoes,Fresh,1602,1.5
CAN,EGY,2010,Potatoes,Frozen,1728,1.566
DEU,MAR,2006,Potatoes,Dehydrated,3000,1.5
DNK,MAR,2014,Potatoes,Dehydrated,4455,1.5
TUN,MAR,2005,Potatoes,Dehydrated,6089,1.5
TUN,MAR,2003,Potatoes,Dehydrated,5473,1.5
NZL,KEN,2012,Potatoes,Dehydrated,12402,1.5
TUN,MAR,2004,Potatoes,Dehydrated,5880,1.5
LUX,EGY,2012,Potatoes,Fresh,1858,1.492
USA,EGY,2009,Potatoes,Fresh,2551,1.492
ARE,MAR,2005,Potatoes,Fresh,2570,1.48
BHR,MAR,2021,Potatoes,Fresh,6231,1.47544
IRL,MAR,2022,Potatoes,Dehydrated,4877,1.475
MUS,EGY,2015,Potatoes,Fresh,927,1.473
AUS,KEN,2022,Potatoes,Dehydrated,8031,1.462
LUX,MAR,2016,Potatoes,Fresh,1612,1.46
LUX,EGY,2022,Potatoes,Fresh,11003,1.437
SYC,KEN,2002,Potatoes,Dehydrated,1398,1.436
GHA,MAR,2011,Potatoes,Dehydrated,1170,1.429
UKR,MAR,2021,Potatoes,Fresh,932,1.425
ARE,KEN,2020,Potatoes,Dehydrated,5910,1.42131
USA,EGY,2007,Potatoes,Frozen,2486,1.416
NOR,EGY,2014,Potatoes,Dehydrated,7741,1.415
FRA,KEN,2022,Potatoes,Dehydrated,11963,1.411
CIV,MAR,2018,Potatoes,Dehydrated,10473,1.408
MYS,EGY,2017,Potatoes,Dehydrated,5483,1.407
CIV,MAR,2013,Potatoes,Dehydrated,12177,1.879
SAU,DZA,2018,Potatoes,Fresh,583,1.387302
DEU,MAR,2013,Potatoes,Dehydrated,1328,1.383
CRI,EGY,2009,Potatoes,Dehydrated,3275,1.381
SVN,EGY,2011,Potatoes,Dehydrated,5492,1.381
ISR,EGY,2006,Potatoes,Dehydrated,8000,2.516
NZL,EGY,2011,Potatoes,Dehydrated,7925,1.371
SVN,EGY,2015,Potatoes,Dehydrated,4715,1.362
RWA,KEN,2012,Seed Potatoes,Seed,22145,1.358
NZL,MAR,2016,Potatoes,Dehydrated,31019,1.355
ESP,KEN,2010,Potatoes,Fresh,2593,1.352
KWT,KEN,2014,Potatoes,Dehydrated,1538,1.332
SER,EGY,2019,Potatoes,Fresh,2832,1.332
FIN,EGY,2019,Potatoes,Dehydrated,174169,1.327627
THA,EGY,2011,Potatoes,Dehydrated,8279,1.321
KAZ,MAR,2015,Potatoes,Fresh,581,1.32
JOR,EGY,2010,Potatoes,Fresh,830,1.32
FRA,MAR,2015,Potatoes,Frozen,5810,1.317
KOR,EGY,2014,Potatoes,Dehydrated,5288,1.31543
CMR,DZA,2018,Potatoes,Dehydrated,1427,1.313
CHE,MAR,2024,Potatoes,Fresh,2842,1.312
COG,MAR,2015,Potatoes,Fresh,507,1.308
KOR,MAR,2020,Potatoes,Dehydrated,3430,1.304
BHR,EGY,2017,Potatoes,Dehydrated,1541,1.3027
TUR,EGY,2023,Seed Potatoes,Seed,83187,1.3
MDA,EGY,2013,Potatoes,Dehydrated,13249,1.298
MDG,EGY,2009,Potatoes,Dehydrated,7095,1.296
ZWE,EGY,2009,Potatoes,Dehydrated,5926,1.296
POL,MAR,2011,Potatoes,Dehydrated,5095,1.285
GAB,DZA,2021,Potatoes,Dehydrated,6029,1.281
TZA,KEN,2006,Potatoes,Fresh,251,1.27
ALB,KEN,2003,Potatoes,Dehydrated,4280,1.262
BRB,EGY,2009,Potatoes,Dehydrated,7738,1.259
GAB,DZA,2022,Potatoes,Dehydrated,5718,1.259
AUT,EGY,2017,Seed Potatoes,Seed,850,1.255
MKD,EGY,2016,Potatoes,Fresh,176,1.25
QAT,EGY,2010,Seed Potatoes,Seed,1003,1.25
CIV,MAR,2021,Potatoes,Dehydrated,4690,1.317
DEU,KEN,2021,Potatoes,Dehydrated,3344,1.243039
DEU,MAR,2018,Potatoes,Dehydrated,7510,1.237559
YEM,EGY,2009,Potatoes,Dehydrated,3770,1.235
IRL,EGY,2005,Potatoes,Fresh,2909,1.231
SAU,KEN,2019,Potatoes,Fresh,589,1.230061
THA,EGY,2012,Potatoes,Dehydrated,6898,1.239
SYC,KEN,2022,Potatoes,Fresh,3960,1.22813
AUT,MAR,2019,Potatoes,Dehydrated,3163,1.228
IRL,EGY,2015,Potatoes,Dehydrated,43705,1.228
LUX,EGY,2021,Potatoes,Dehydrated,9435,1.246
MDV,EGY,2022,Potatoes,Fresh,4410,1.2143
USA,EGY,2016,Potatoes,Frozen,4029,1.214
KWT,KEN,2021,Potatoes,Fresh,1196,1.214
ZMB,KEN,2018,Potatoes,Dehydrated,8285,1.212209
MDV,EGY,2017,Potatoes,Fresh,3826,1.2096
UKR,MAR,2020,Potatoes,Fresh,504,1.2
BGR,MAR,2007,Potatoes,Fresh,908,1.2
MDA,MAR,2011,Potatoes,Fresh,335,1.2
HRV,MAR,2009,Potatoes,Fresh,497,1.2
AUT,MAR,2016,Potatoes,Dehydrated,3070,1.2
IRL,MAR,2011,Potatoes,Frozen,1118,1.2
IRL,MAR,2008,Potatoes,Frozen,1355,1.2
GBR,MAR,2023,Potatoes,Fresh,1946,1.2
AUT,MAR,2005,Seed Potatoes,Seed,500,1.2
MDA,EGY,2014,Potatoes,Dehydrated,12758,1.191
AUT,MAR,2024,Potatoes,Dehydrated,4412,1.191
ISL,MAR,2003,Potatoes,Fresh,982,1.185
NOR,KEN,2006,Potatoes,Frozen,4443,1.184
ARM,EGY,2017,Potatoes,Fresh,526,1.18
NZL,EGY,2022,Potatoes,Dehydrated,20949,1.182
QAT,KEN,2017,Seed Potatoes,Seed,7200,1.17208
CAN,KEN,2010,Potatoes,Dehydrated,5260,1.161
LUX,EGY,2024,Potatoes,Frozen,1982,1.161
MYS,EGY,2021,Potatoes,Dehydrated,2824,1.15
HND,EGY,2009,Potatoes,Dehydrated,1750,1.147
SUD,EGY,2015,Potatoes,Dehydrated,881,1.14
ESP,DZA,2024,Potatoes,Frozen,3266,1.13076
KOR,MAR,2018,Potatoes,Dehydrated,3616,1.126
IRL,KEN,2011,Potatoes,Fresh,5120,1.126
ZWE,KEN,2019,Potatoes,Dehydrated,7084,1.12
DEU,MAR,2019,Potatoes,Dehydrated,7050,1.117103
SLV,EGY,2012,Potatoes,Dehydrated,6496,1.11394
BIH,MAR,2010,Potatoes,Fresh,485,1.11
CIV,MAR,2016,Potatoes,Dehydrated,18194,2.411
TZA,KEN,2013,Seed Potatoes,Seed,10186,1.101
OMN,EGY,2014,Seed Potatoes,Seed,603,1.1
DEU,KEN,2017,Potatoes,Dehydrated,37542,1.094
NZL,EGY,2012,Potatoes,Dehydrated,5365,1.089
NOR,MAR,2024,Potatoes,Fresh,1468,1.08
ARE,KEN,2021,Potatoes,Frozen,1702,1.08
RWA,KEN,2011,Potatoes,Fresh,3137,1.072
MLT,EGY,2014,Potatoes,Dehydrated,5529,1.064
DZA,EGY,2009,Seed Potatoes,Seed,154559,1.06
EST,MAR,2009,Potatoes,Fresh,903,1.05
ARM,EGY,2022,Potatoes,Dehydrated,4133,1.05
ETH,KEN,2005,Potatoes,Fresh,7115,1.05
MUS,EGY,2017,Potatoes,Dehydrated,1448,1.05
ROM,EGY,2002,Potatoes,Frozen,648,1.04
THA,EGY,2024,Potatoes,Dehydrated,9245,1.037
RWA,KEN,2007,Potatoes,Dehydrated,4328,1.034
IRL,EGY,2017,Potatoes,Dehydrated,37143,1.032
AUT,MAR,2023,Potatoes,Dehydrated,3585,1.031
AUT,MAR,2020,Potatoes,Dehydrated,3831,1.03
BLR,MAR,2017,Potatoes,Fresh,900,1.024
ISR,EGY,2018,Potatoes,Frozen,1000,1.023198
ARE,KEN,2007,Potatoes,Fresh,1140,1.02
LUX,EGY,2023,Potatoes,Fresh,4723,1.02
AUT,MAR,2011,Potatoes,Dehydrated,5247,1.019
CZE,MAR,2003,Potatoes,Dehydrated,1324,1.015
UKR,MAR,2011,Potatoes,Fresh,1083,1.012
SEN,MAR,2003,Potatoes,Dehydrated,4339,1.011
COL,EGY,2002,Potatoes,Dehydrated,3444,1.008
ALB,EGY,2011,Potatoes,Dehydrated,3769,1.007
SEN,EGY,2012,Potatoes,Dehydrated,8840,1.005
OAS,EGY,2018,Potatoes,Dehydrated,2254,1.002
RWA,KEN,2010,Potatoes,Fresh,3918,1.001
AZE,EGY,2023,Potatoes,Dehydrated,1520,1.00072
NER,DZA,2017,Potatoes,Dehydrated,129,1
FRA,KEN,2017,Potatoes,Dehydrated,5474,1
AUS,MAR,2003,Potatoes,Dehydrated,3318,1
FRA,KEN,2016,Potatoes,Dehydrated,5367,1
MLI,DZA,2022,Potatoes,Dehydrated,643,1
NER,MAR,2019,Potatoes,Dehydrated,85,1
TUN,EGY,2005,Potatoes,Dehydrated,569,1
SWE,EGY,2023,Potatoes,Frozen,2262,1
GRC,EGY,2007,Potatoes,Frozen,2090,1
GBR,KEN,2023,Potatoes,Fresh,746,1
SWE,MAR,2021,Potatoes,Dehydrated,6530,1.049968
SWE,MAR,2012,Potatoes,Dehydrated,1034,1
NOR,EGY,2015,Potatoes,Fresh,1250,1
UGA,KEN,2022,Seed Potatoes,Seed,422,1
SWE,EGY,2006,Potatoes,Fresh,815,1
SWE,EGY,2014,Potatoes,Frozen,1753,1
SDN,EGY,2006,Potatoes,Fresh,289,1
CZE,EGY,2023,Potatoes,Frozen,1454,1
CHE,KEN,2019,Potatoes,Dehydrated,10068,1
ETH,KEN,2009,Seed Potatoes,Seed,12178,1
BDI,KEN,2021,Potatoes,Dehydrated,214,1
AUT,MAR,2007,Seed Potatoes,Seed,1182,1
SWE,EGY,2002,Potatoes,Dehydrated,1443,1
COL,EGY,2009,Potatoes,Dehydrated,1550,1
DEU,MAR,2024,Seed Potatoes,Seed,1045,1
OAS,EGY,2022,Potatoes,Dehydrated,1041,1
UGA,KEN,2003,Potatoes,Dehydrated,5406,1.799
LBR,MAR,2019,Potatoes,Dehydrated,1422,0.998
ZMB,EGY,2003,Potatoes,Frozen,5235,0.996
SVN,EGY,2010,Potatoes,Dehydrated,2788,0.996
CAN,KEN,2007,Potatoes,Dehydrated,4041,0.994
BOL,EGY,2005,Potatoes,Dehydrated,3075,0.990999
BHR,MAR,2012,Potatoes,Fresh,2431,0.99
BHR,KEN,2017,Potatoes,Frozen,8445,0.986
LKA,EGY,2021,Potatoes,Dehydrated,2649,0.986
MUS,MAR,2014,Potatoes,Dehydrated,4605,0.986
MEX,EGY,2002,Potatoes,Dehydrated,2261,0.983
SYC,EGY,2022,Potatoes,Frozen,1388,0.98156
MEX,MAR,2013,Potatoes,Dehydrated,7522,0.966
TTO,EGY,2017,Potatoes,Dehydrated,3459,0.965
ROM,EGY,2003,Potatoes,Frozen,531,0.96
DNK,EGY,2021,Potatoes,Dehydrated,5462,0.975
MDG,EGY,2007,Potatoes,Dehydrated,472,0.96
FIN,MAR,2019,Potatoes,Fresh,10382,0.958551
CMR,MAR,2020,Potatoes,Dehydrated,1487,0.95166
CZE,MAR,2023,Potatoes,Dehydrated,2819,0.95
BHR,MAR,2023,Potatoes,Fresh,602,0.945332
FRA,EGY,2019,Potatoes,Frozen,994,0.933305
NOR,KEN,2006,Potatoes,Dehydrated,3498,0.93
SVN,EGY,2013,Potatoes,Dehydrated,3858,0.929
KOR,MAR,2016,Potatoes,Dehydrated,3294,0.928
FRA,MAR,2014,Potatoes,Frozen,4356,0.921
KWT,KEN,2021,Potatoes,Dehydrated,9302,0.92
TUN,EGY,2003,Potatoes,Dehydrated,3129,0.919
LBN,EGY,2020,Potatoes,Frozen,546,0.912
CAN,KEN,2004,Potatoes,Dehydrated,3341,0.912
NOR,MAR,2013,Potatoes,Dehydrated,3198,0.903
CZE,MAR,2020,Potatoes,Dehydrated,1891,0.901
MRT,EGY,2021,Potatoes,Dehydrated,348,0.9
AUT,MAR,2004,Potatoes,Dehydrated,540,0.9
ITA,EGY,2004,Potatoes,Frozen,2585,0.9
MDA,MAR,2020,Potatoes,Fresh,1021,0.9
DEU,KEN,2003,Potatoes,Fresh,2000,0.9
AUT,MAR,2022,Potatoes,Dehydrated,3293,0.899
IRL,EGY,2013,Potatoes,Dehydrated,44855,0.896
BHR,MAR,2023,Potatoes,Frozen,1196,0.895878
DEU,KEN,2010,Potatoes,Fresh,1068,0.893
SVK,MAR,2007,Potatoes,Dehydrated,1611,0.89
KOR,EGY,2012,Potatoes,Dehydrated,2350,0.889
BRB,EGY,2008,Potatoes,Dehydrated,4415,0.888
LUX,EGY,2022,Potatoes,Dehydrated,6491,0.896
UGA,KEN,2021,Potatoes,Frozen,317,0.882
KWT,MAR,2007,Potatoes,Frozen,2781,0.882
KWT,MAR,2023,Potatoes,Fresh,5710,0.8815
KHM,EGY,2018,Potatoes,Frozen,840,0.879892
IRL,EGY,2014,Potatoes,Dehydrated,43418,0.878
BRB,EGY,2007,Potatoes,Dehydrated,4539,0.877
ARE,MAR,2022,Potatoes,Fresh,1007,0.877
USA,KEN,2023,Potatoes,Dehydrated,13226,0.876
ARE,KEN,2019,Potatoes,Dehydrated,2926,0.87196
LVA,EGY,2004,Potatoes,Dehydrated,1683,0.868736
HRV,EGY,2003,Potatoes,Dehydrated,7151,0.866
SLV,EGY,2014,Potatoes,Dehydrated,5821,0.86131
BEL,MAR,2004,Potatoes,Dehydrated,2633,0.86
KOR,EGY,2007,Potatoes,Dehydrated,2864,0.86
FRA,MAR,2012,Seed Potatoes,Seed,853,0.85
ISR,MAR,2024,Potatoes,Dehydrated,4000,0.842491
CYP,EGY,2019,Potatoes,Dehydrated,4332,0.84
CHE,DZA,2022,Potatoes,Dehydrated,2013,0.84
COG,EGY,2014,Potatoes,Dehydrated,1548,0.84
HRV,MAR,2002,Potatoes,Fresh,323,0.84
SVN,MAR,2006,Seed Potatoes,Seed,871,0.838
NZL,EGY,2017,Potatoes,Dehydrated,67613,0.837
PAK,EGY,2009,Potatoes,Frozen,1575,0.832
BRB,EGY,2010,Potatoes,Dehydrated,4655,0.83
NIC,EGY,2022,Potatoes,Dehydrated,4433,0.82554
SLV,EGY,2011,Potatoes,Dehydrated,1855,0.82191
SLV,EGY,2013,Potatoes,Dehydrated,5073,0.82055
BOL,EGY,2008,Potatoes,Dehydrated,2996,0.815778
FRA,EGY,2017,Potatoes,Frozen,669,0.812
NZL,EGY,2018,Potatoes,Dehydrated,70443,0.807
IRL,MAR,2023,Potatoes,Dehydrated,3876,0.807
CIV,EGY,2014,Potatoes,Dehydrated,2376,0.806
AUT,MAR,2012,Potatoes,Dehydrated,960,0.804
SLV,EGY,2009,Potatoes,Dehydrated,3877,0.80175
DEU,EGY,2002,Seed Potatoes,Seed,1000,0.8
FRA,EGY,2005,Potatoes,Frozen,2489,0.8
SVK,MAR,2024,Potatoes,Fresh,1905,0.8
NZL,MAR,2005,Potatoes,Dehydrated,2258,0.8
DEU,EGY,2004,Seed Potatoes,Seed,1000,0.8
IRL,MAR,2023,Potatoes,Fresh,563,0.799
COL,EGY,2006,Potatoes,Dehydrated,1893,0.797
IRL,EGY,2019,Potatoes,Dehydrated,19864,0.795
SLV,EGY,2015,Potatoes,Dehydrated,5219,0.79275
KEN,MAR,2006,Potatoes,Dehydrated,2001,0.786
ARM,EGY,2020,Potatoes,Dehydrated,2646,0.785
NZL,MAR,2014,Potatoes,Dehydrated,2902,0.782
FRA,DZA,2018,Potatoes,Dehydrated,1468,0.913297
MYS,EGY,2020,Potatoes,Dehydrated,2828,0.78
RWA,KEN,2014,Seed Potatoes,Seed,551,0.78
AUT,KEN,2022,Potatoes,Fresh,490,0.776
CIV,MAR,2012,Potatoes,Dehydrated,1309,0.775
MUS,EGY,2016,Potatoes,Dehydrated,2860,0.773
GAB,MAR,2013,Potatoes,Frozen,1560,0.766
FIN,MAR,2007,Potatoes,Frozen,910,0.765
KAZ,EGY,2007,Potatoes,Dehydrated,1216,0.764
ARE,MAR,2023,Potatoes,Fresh,1155,0.761
OMN,EGY,2016,Potatoes,Dehydrated,1079,0.757
ROM,EGY,2002,Potatoes,Dehydrated,4498,0.75674
VEN,EGY,2010,Potatoes,Dehydrated,25154,0.75
GBR,KEN,2018,Potatoes,Dehydrated,2189,0.75
PAN,EGY,2016,Potatoes,Dehydrated,3039,0.75
HKG,EGY,2024,Potatoes,Dehydrated,1399,0.75
MYT,KEN,2005,Potatoes,Dehydrated,188,0.75
CZE,MAR,2013,Potatoes,Dehydrated,1487,0.745
MDV,EGY,2016,Potatoes,Fresh,2046,0.744
KOR,EGY,2016,Potatoes,Dehydrated,3862,0.744
NZL,MAR,2015,Potatoes,Dehydrated,2230,0.743
BIH,EGY,2005,Potatoes,Dehydrated,2295,0.74
MDA,EGY,2010,Potatoes,Dehydrated,6229,0.732
ETH,MAR,2011,Potatoes,Dehydrated,3171,0.722
SVK,EGY,2018,Potatoes,Frozen,436,0.72
MNT,EGY,2022,Potatoes,Fresh,1280,0.72
RWA,KEN,2013,Potatoes,Fresh,10069,0.72
LUX,EGY,2011,Potatoes,Fresh,1776,0.716
AUS,KEN,2021,Potatoes,Dehydrated,6707,0.7138
SVN,EGY,2014,Potatoes,Dehydrated,2971,0.713
ARE,MAR,2015,Potatoes,Dehydrated,7252,1.221
IRL,EGY,2018,Potatoes,Dehydrated,31775,0.711
KOR,MAR,2015,Potatoes,Dehydrated,2675,0.704
ARE,KEN,2012,Seed Potatoes,Seed,4387,0.704
VNM,EGY,2022,Potatoes,Dehydrated,2912,0.702496
NZL,EGY,2016,Potatoes,Dehydrated,131189,0.701
UGA,KEN,2009,Seed Potatoes,Seed,20,0.7
MUS,EGY,2023,Potatoes,Dehydrated,3278,0.7
COG,EGY,2015,Potatoes,Fresh,1104,0.7
SEN,MAR,2013,Potatoes,Dehydrated,29916,0.7
VNM,EGY,2021,Potatoes,Dehydrated,2639,0.694692
DEU,KEN,2016,Potatoes,Dehydrated,9605,0.694
DEU,KEN,2018,Potatoes,Dehydrated,19281,0.693988
ISL,EGY,2021,Potatoes,Dehydrated,2682,0.691195
SLV,EGY,2010,Potatoes,Dehydrated,3285,0.68721
BEL,MAR,2008,Potatoes,Dehydrated,1758,0.687
MDA,MAR,2023,Potatoes,Dehydrated,13497,0.681
GAB,EGY,2005,Potatoes,Dehydrated,3565,0.68
MUS,MAR,2015,Potatoes,Dehydrated,2569,0.68
NZL,MAR,2003,Potatoes,Dehydrated,2127,0.68
NLD,KEN,2019,Potatoes,Dehydrated,6237,0.676
LAO,KEN,2021,Potatoes,Dehydrated,122,0.6732
ZAF,KEN,2005,Potatoes,Dehydrated,894,0.671
VEN,EGY,2011,Potatoes,Dehydrated,6119,0.668
DEU,EGY,2015,Seed Potatoes,Seed,677,0.666
DNK,EGY,2022,Potatoes,Dehydrated,4598,1.02
SWE,DZA,2023,Potatoes,Dehydrated,1885,0.656305
LUX,MAR,2022,Potatoes,Fresh,2027,0.655
RWA,EGY,2018,Potatoes,Dehydrated,1678,0.652
SER,EGY,2016,Potatoes,Dehydrated,8234,0.651
SVK,EGY,2012,Potatoes,Frozen,475,0.65
NZL,MAR,2013,Potatoes,Dehydrated,2134,0.648
THA,EGY,2020,Potatoes,Dehydrated,11461,0.661216
KWT,KEN,2022,Potatoes,Fresh,323,0.643772
ETH,KEN,2011,Seed Potatoes,Seed,4202,0.642
QAT,KEN,2005,Potatoes,Fresh,46,0.636
GAB,EGY,2017,Potatoes,Dehydrated,1981,0.636
PAK,EGY,2010,Potatoes,Frozen,1117,0.635
MLI,MAR,2011,Potatoes,Frozen,869,0.633
OMN,EGY,2011,Seed Potatoes,Seed,382,0.631
BHR,EGY,2012,Seed Potatoes,Seed,931,0.63
DEU,EGY,2017,Seed Potatoes,Seed,697,0.624
NOR,MAR,2014,Potatoes,Dehydrated,3368,0.621
AUT,MAR,2018,Potatoes,Dehydrated,1746,0.62
GBR,MAR,2023,Potatoes,Dehydrated,2536,0.62
GRL,EGY,2014,Potatoes,Fresh,1204,0.62
NOR,EGY,2010,Potatoes,Dehydrated,3573,0.618
NCL,EGY,2008,Potatoes,Dehydrated,4381,0.617
FRA,KEN,2015,Potatoes,Dehydrated,2484,0.614
THA,EGY,2013,Potatoes,Dehydrated,4636,0.61
KAZ,MAR,2023,Potatoes,Dehydrated,1774,0.6072
NZL,MAR,2022,Potatoes,Dehydrated,4354,0.607
BRB,EGY,2005,Potatoes,Dehydrated,2093,0.606
LBR,MAR,2017,Potatoes,Dehydrated,181,0.642
CZE,MAR,2009,Potatoes,Dehydrated,1168,0.603
MDA,MAR,2012,Potatoes,Fresh,697,0.602
IRL,KEN,2019,Potatoes,Fresh,487,0.6
MDV,EGY,2023,Potatoes,Frozen,1148,0.6
EST,MAR,2020,Potatoes,Dehydrated,3182,0.6
DZA,EGY,2006,Potatoes,Dehydrated,562,0.6
SUD,EGY,2014,Potatoes,Dehydrated,2005,0.895
LKA,EGY,2014,Potatoes,Dehydrated,2628,0.6
COL,EGY,2007,Potatoes,Dehydrated,1209,0.6
FIN,MAR,2018,Potatoes,Dehydrated,4544,0.6
LUX,EGY,2023,Potatoes,Dehydrated,2831,0.599
BLR,EGY,2006,Potatoes,Dehydrated,3700,0.592
ECU,EGY,2020,Potatoes,Dehydrated,5732,0.591318
DEU,KEN,2015,Potatoes,Fresh,359,0.587
ZMB,EGY,2019,Potatoes,Dehydrated,2060,0.585603
